#---------- Continuous Hydrogen Bond Time Correlation Function ----------
#From frame 2000 to frame 2499. Number of origins: 5.
#Frame Index | S_HB
0 0.8
1 0.8
2 0.8
3 0.8
4 0.8
5 0.8
6 0.8
7 0.8
8 0.8
9 0.6
10 0.6
11 0.6
12 0.4
13 0.4
14 0.4
15 0.4
16 0.4
17 0.4
18 0.4
19 0.2
20 0.2
21 0.2
22 0.2
23 0.2
24 0.2
25 0.2
26 0.2
27 0.2
28 0.2
29 0.2
30 0.2
31 0.2
32 0.2
33 0.2
34 0.2
35 0.2
36 0.2
37 0.2
38 0.2
39 0.2
40 0.2
41 0.2
42 0.2
43 0.2
44 0.2
45 0.2
46 0.2
47 0.2
48 0.2
49 0.2
50 0.2
51 0.2
52 0.2
53 0.2
54 0.2
55 0.2
56 0.2
57 0.2
58 0.2
59 0.2
60 0.2
61 0.2
62 0.2
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
71 0.0
72 0.0
73 0.0
74 0.0
75 0.0
76 0.0
77 0.0
78 0.0
79 0.0
80 0.0
81 0.0
82 0.0
83 0.0
84 0.0
85 0.0
86 0.0
87 0.0
88 0.0
89 0.0
90 0.0
91 0.0
92 0.0
93 0.0
94 0.0
95 0.0
96 0.0
97 0.0
98 0.0
99 0.0
