#---------- Continuous Hydrogen Bond Time Correlation Function ----------
#From frame 2000 to frame 2499. Number of origins: 5.
#Frame Index | S_HB
0 1.0
1 0.7120614035087719
2 0.5771198830409356
3 0.508845029239766
4 0.42865497076023396
5 0.34985380116959064
6 0.3040204678362573
7 0.2121345029239766
8 0.18852339181286548
9 0.14444444444444443
10 0.14444444444444443
11 0.10694444444444444
12 0.07222222222222222
13 0.05972222222222222
14 0.0375
15 0.0375
16 0.0375
17 0.0375
18 0.0125
19 0.0125
20 0.0125
21 0.0125
22 0.0125
23 0.0125
24 0.0125
25 0.0125
26 0.0125
27 0.0125
28 0.0125
29 0.0125
30 0.0125
31 0.0125
32 0.0125
33 0.0125
34 0.0125
35 0.0125
36 0.0125
37 0.0125
38 0.0125
39 0.0125
40 0.0125
41 0.0125
42 0.0125
43 0.0125
44 0.0125
45 0.0125
46 0.0125
47 0.0125
48 0.0125
49 0.0125
50 0.0125
51 0.0125
52 0.0125
53 0.0125
54 0.0125
55 0.0125
56 0.0
57 0.0
58 0.0
59 0.0
60 0.0
61 0.0
62 0.0
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
71 0.0
72 0.0
73 0.0
74 0.0
75 0.0
76 0.0
77 0.0
78 0.0
79 0.0
80 0.0
81 0.0
82 0.0
83 0.0
84 0.0
85 0.0
86 0.0
87 0.0
88 0.0
89 0.0
90 0.0
91 0.0
92 0.0
93 0.0
94 0.0
95 0.0
96 0.0
97 0.0
98 0.0
99 0.0
